,user,tweet
404,8,"['An EXCLUSIVE, EXTENDED &amp; EXCELSIOR scene from #SpiderManFarFromHome starring me and @TomHolland1996... @Marvel #Kimmel #GameNight #NBAFinals https://t.co/B4d1N5PSPb']"
405,8,['No Juice for @JambaJuice! https://t.co/QbMJwr4OPL']
406,8,['.@VP @Mike_Pence turns 60 &amp; @RealDonaldTrump is sending him to Mars... https://t.co/vihEkNpLZ4']
407,8,"[""Beyonce's swarms strikes! 🐝🐝🐝! #Kimmel #GameNight #NBAFinals https://t.co/q4GREq89x3""]"
408,8,['We told people on the street that @RealDonaldTrump signed the Declaration of Independence... #LieWitnessNews https://t.co/d6Ls1MYb6f']
409,8,['I take on the #ScrippsNationalSpellingBee #Octochamps in our 16th Annual #Kimmel #SpellingBee... @ScrippsBee @IamGuillermo @TheCousinSal https://t.co/qkQhbCzFIz']
410,8,"['.@IamJamieFoxx &amp; daughter @CorinneFoxx talk about their gameshow #BeatShazam, playing George Jefferson and the many ways he embarrasses his child... #Kimmel #GameNight #NBAFinals https://t.co/DdpkZd642N']"
411,8,['.@NBA players defend their alma maters with their brains in #CollegeKnowledge! @GeorgiaTech VS @UCLA #Kimmel #GameNight #NBAFinals @DFavors14 @ChrisBosh @Jrue_Holiday11 @ZachLaVine https://t.co/o6CEClgwEk']
412,8,['The 5 dumbest questions in @NBA journalism history... #Kimmel #GameNight #NBAFinals @IamGuillermo https://t.co/UGkfeuxEga']
413,8,['It was entirely my pleasure and thank you for letting me keep the chair XOXO https://t.co/fFbsu4dcw0']
414,8,"['Make time this weekend to see #TheBlackGodfather, a @Netflix documentary about a kind, wonderful and hilarious man named #ClarenceAvant “I don’t have problems. I have friends” https://t.co/wznJpIf7rd']"
415,8,"['f you love your father, you will get him this hot sauce for Fathers Day and if you don’t, you won’t. It’s really as simple as that. @cutinosauce https://t.co/QeTt7ekW4s']"
416,8,"['.@JadaPSmith on her mom, daughter &amp; porn... https://t.co/hRVSyziVMd']"
417,8,['I go dunk-to-tank with @MettaWorldPeace in a game of #SinkItOrSwim! #Kimmel #GameNight #NBAFinals https://t.co/WkVGAzBgYU']
418,8,['The real reason why @RealDonaldTrump hates @BetteMidler... #HocusPocus https://t.co/appxAR8YZy']
419,8,['.@ChadwickBoseman on visiting Thailand &amp; scoring on @KevinGarnett5KG #NBAFinals #GameNight https://t.co/YQCp0qm5Vg']
420,8,"['If you are in Vegas, go see Beth tonight - she is funny, I promise https://t.co/muUBMQnjK7']"
421,8,"['.@Drake, @BarackObama, @RealDonaldTrump &amp; the #NBAFinals… #GameNight https://t.co/F1Dg2S3liC']"
422,8,['Can Canadians talk trash? @Warriors @Raptors https://t.co/xqHKSAfeDM']
423,9,['RT @CliffCPUC: Summary of @electricforall’s newest video with @Schwarzenegger:\n🚗🙁🌏🔥🌪 ——-&gt;⚡️🚙⚡️ 😃 🌎👌\n\nhttps://t.co/1L6gNfx72R']
424,9,['I was Employee of the Month for a reason. https://t.co/o8FoKiisgZ']
425,9,"['James Cameron and I have teamed up again. This time to terminate myths about protein, strength, and performance. Get your tickets to @gcmovie before they sell out. Do it. Do it now! https://t.co/QuFwCXtKuD #thegamechangers #changeyourgame https://t.co/fS72CBVWBN']"
426,9,['Would you buy a car from these guys?? https://t.co/jEg1K9DRUi Credit: @GujSehambi https://t.co/av95obGuXE']
427,9,"['Keep them coming, I love it! https://t.co/jEg1K9DRUi https://t.co/fixlvYGaHo']"
428,9,['Now we’re talking. https://t.co/29StskYvvv']
429,9,"['Keep the memes and gifs coming, they are fantastic! If you haven’t, check out the video and make your own. I’ll be retweeting my favorites. https://t.co/jEg1K9DRUi']"
430,9,"['RT @Schwarzenegger: While I’m disappointed with the Supreme Court’s decision, this isn’t the end of our fight to terminate gerrymandering.']"
431,9,['@Raider_Hayter @iamajn I still am.']
432,9,['RT @attn: We still need to terminate  gerrymandering. -- @Schwarzenegger\n\nhttps://t.co/B6J3H9MugT']
433,9,"['Now, back to work. Let’s #terminategerrymandering https://t.co/ZOVzaXvwVn']"
434,9,"['We will continue to fight in the legislatures, we will continue to fight at the ballot boxes, and we will continue to fight in state courts. And we will win.']"
435,9,"['I want to remind everyone who feels pessimistic right now that last year, when we were disappointed in the Court’s decision, we got back to work and voters went to the polls in 5 states to reject partisan gerrymandering.']"
436,9,"['While I’m disappointed with the Supreme Court’s decision, this isn’t the end of our fight to terminate gerrymandering.']"
437,9,['RT @kevinpowr: @Schwarzenegger https://t.co/Ye3DPxDZ6Q']
438,9,['I like it. https://t.co/bCdTSDZDwJ']
439,9,['I’m watching you... https://t.co/GqJfvjP1z1']
440,9,"['I’m going to be promoting this video until everyone sees it, so I’d love your help. If you guys make a gif or a meme out of it that I use, I’ll give you credit. https://t.co/jEg1K9DRUi']"
441,9,['@MarkRuffalo @ElectricForAll Thank you for sharing!']
442,9,['RT @MarkRuffalo: Arnold @Schwarzenegger wants us to go electric and do it now. Who’s going to argue with the Terminator? #KickingGas @Elect…']
443,9,['RT @Schwarzenegger: I’m back... as Howard Kleiner. This time I went undercover as a used car salesman to help non-profit @LetsVeloz share t…']
444,9,['Let’s kick some GAS! https://t.co/jEg1K9DRUi https://t.co/opz7DkIlao']
445,9,"['RT @IsaacDovere: It’s a while until the Democratic debate starts, so here’s a video of @Schwarzenegger in disguise as a car salesman, compl…']"
446,9,"[""RT @ChairHochschild: California is #KickingGas in the move to electrify transportation &amp; there's no better messenger to pump up excitement…""]"
447,9,"[""RT @screenrant: Full video of @Schwarzenegger returning as Howard Kleiner here - it's for a good cause: https://t.co/3axWRu4xCj""]"
448,9,"[""RT @futureshift: We'll be back — but first @sashajol talked to Arnold @Schwarzenegger about his alternative-fuel Hummers and going electric…""]"
449,9,"[""My team decided I shouldn't have all the fun, and they pranked me! They said a customer was waiting and I fell for it until Mary turned around. But Howard Kleiner never breaks character. https://t.co/dBjAx2GNOh""]"
450,9,['RT @LetsVeloz: Let @Schwarzenegger pump you up... or plug you into something electric! @Electricforall ⚡️💪 #KickingGas #electricvehicles ht…']
451,9,"['“You want a tax credit, or do you want to have street credit?” @ElectricForAll WATCH THE FULL VIDEO NOW: https://t.co/jEg1K9DRUi https://t.co/H55US2yEyZ']"
452,9,"['What happens when you combine a fantastic Austrian accent, a beautiful mustache, a gorgeous wig, and a new job selling cars? This happens. Go undercover with me and non-profit @electricforall. Learn more about all the great electric models available at https://t.co/0K3abC1t5L. https://t.co/thBgqezoaI']"
453,9,['I’m back... as Howard Kleiner. This time I went undercover as a used car salesman to help non-profit @LetsVeloz share the benefits of electric cars... by selling the opposite. https://t.co/jEg1K9DRUi']
454,9,"['RT @NotPoliticians: We can, we did, and we will continue to #Slay the #Gerrymander until partisan redistricting is #Terminated in the U.S.!…']"
455,9,"['RT @UN: ""We need to tax pollution, not people."" -- @antonioguterres and Arnold @Schwarzenegger talk #ClimateAction: https://t.co/b6i5kWzw3H…']"
456,9,"['RT @OregonGovBrown: Gov. @Schwarzenegger knows firsthand how cap and invest can boost the economy. In his words: ""Lawmakers have the opport…']"
457,9,"['RT @NRDC: ""As Oregon lawmakers approach final debate on House Bill 2020, the Clean Energy Jobs bill, they need only look to their southern…']"
458,9,"[""You should watch Ti'Andre's speech he gave right after our live auction raised over 2 million dollars to get us over 5 million. This is why I support after-school programs and it shows you the power of @ASASafterschool to save and change lives. https://t.co/jbuH26mWG7""]"
459,9,"['RT @UN: ""This will kill you"" -- Arnold @Schwarzenegger &amp; @antonioguterres talk about health risks of the climate emergency and why it\'s imp…']"
460,9,"['We just raised a record $5 million for @ASASafterschool after-school program at our annual western fundraiser at my house. Thanks to every donor. Your $ matters. This is Ti’Andre. He had a rough childhood, went through our programs, &amp; now serves his community as a police officer. https://t.co/XZuFJwxLJ5']"
461,9,"['RT @StandUpRepublic: ""When politicians represent a gerrymandered district, they are more concerned with the special interests and the extre…']"
462,9,"[""@EricHolder Same to you, my friend. Let's #terminategerrymandering all over the country.""]"
463,9,['RT @Schwarzenegger: Gerrymandering robs the people of their right to fair representation. I was proud to fight to establish an independent…']
464,9,['I was inspired when I heard about these young afterschool advocates visiting Capitol Hill to tell their elected officials that #AfterschoolWorks yesterday. Please reach out to your members of Congress and show your support! https://t.co/ry6sCmbQ33 https://t.co/VLNLsZDHs7']
465,9,['Gerrymandering robs the people of their right to fair representation. I was proud to fight to establish an independent commission in CA to return power to the people over a decade ago &amp; I’m proud to stand with @EricHolder for bipartisan reform in NH today. https://t.co/wePISse5Nq']
466,9,['RT @EricHolder: It’s my belief that fighting gerrymandering transcends ideology and party affiliation. It’s about ending a danger to our de…']
467,9,['RT @CommonCause: Join @Schwarzenegger @EricHolder @KHobertFlynn @kathayccc @RepDavidEPrice @mcpli @davedaley3 + more and take the End Gerry…']
468,9,['RT @JeanneShaheen: Ending gerrymandering is about making our democracy stronger. This should be a bipartisan priority. Great to see @EricHo…']
469,9,"['RT @fair_nh: Ahead of the @NHHouseofReps concurrence vote, check out this bipartisan op-ed from @Schwarzenegger+@EricHolder on why @GovChri…']"
470,9,"['RT @fair_nh: .@Schwarzenegger nails it on the head: By passing HB706, we can build a stronger, representative democracy that our Founders e…']"
471,9,['RT @ketch: Today @Schwarzenegger and @EricHolder team up for NH redistricting reform in @ConMonitorNews: “Although we are a proud Republica…']
472,9,['RT @amandalitman: “Gerrymandering is part of the reason why our politics are so polarized &amp; our political leaders keep debating ... issues…']
473,9,"['I’m right there with you, Jon. These heroes deserve our support and our respect, not petty politics. I want to know which members of Congress didn’t show up. https://t.co/938kcQ52vk']"
474,9,"['RT @UN: ""Let\'s all work together to reduce greenhouse gases.""\n\nArnold @Schwarzenegger and @antonioguterres discuss #ClimateAction. Watch th…']"
475,9,"['Now this is a real action hero. Today is a great day to remember that if you’re lucky enough to call yourself free, you can never call yourself self-made. Your life and your freedom was made possible by generations of heroes like Tom. #DDay75 https://t.co/ERVFzcGWEk']"
476,9,['Fall in love with the oceans on an underwater journey with the Cousteaus (and hear me say “anemone”!) when you watch Wonders of the Sea - now available in 4K HDR on @AppleTV. Watch it now: https://t.co/oL6vwN82Kn https://t.co/jau0o5LQwP']
477,9,['RT @Poli_Climate: Political Climate joined Gov Schwarzenegger at #R20AWS last week to talk about #climateaction and the #bipartisan nature…']
478,9,"['RT @attn: If politicians or anyone else tells you that we can’t protect the environment and the economy, they are full of crap. — @Schwarze…']"
